time,values
1635939000000,2.1325000000000003
1635939900000,2.122
1635940800000,2.113
1635941700000,2.0855
1635942600000,2.072
1635943500000,2.052
1635944400000,2.06
1635945300000,2.0695
1635946200000,2.0555000000000003
1635947100000,2.0389999999999997
1635948000000,2.043
1635948900000,2.0605
1635949800000,2.0525
1635950700000,2.0540000000000003
1635951600000,2.0495
1635952500000,2.053
1635953400000,2.066
1635954300000,2.0625
1635955200000,2.074
1635956100000,2.077
1635957000000,2.0655
1635957900000,2.0495
1635958800000,2.0475000000000003
1635959700000,2.0549999999999997
1635960600000,2.0575
1635961500000,2.06
1635962400000,2.0585
1635963300000,2.08
1635964200000,2.0785
1635965100000,2.091
1635966000000,2.0865
1635966900000,2.0765000000000002
1635967800000,2.069
1635968700000,2.0635
1635969600000,2.0705
1635970500000,2.0745
1635971400000,2.0730000000000004
1635972300000,2.083
1635973200000,2.0915
1635974100000,2.09
1635975000000,2.09
1635975900000,2.0805
1635976800000,2.0765000000000002
1635977700000,2.0694999999999997
1635978600000,2.064
1635979500000,2.061
1635980400000,2.057
1635981300000,2.0599999999999996
1635982200000,2.0625
1635983100000,2.0629999999999997
1635984000000,2.0675
1635984900000,2.0815
1635985800000,2.08
1635986700000,2.056
1635987600000,2.048
1635988500000,2.0454999999999997
1635989400000,2.0475000000000003
1635990300000,2.0535
1635991200000,2.0540000000000003
1635992100000,2.05
1635993000000,2.0484999999999998
1635993900000,2.042
1635994800000,2.0404999999999998
1635995700000,2.0315
1635996600000,2.0355
1635997500000,2.0380000000000003
1635998400000,2.045
1635999300000,2.0475
1636000200000,2.05
1636001100000,2.0534999999999997
1636002000000,2.049
1636002900000,2.0435
1636003800000,2.0365
1636004700000,2.0315000000000003
1636005600000,2.031
1636006500000,2.037
1636007400000,2.041
1636008300000,2.043
1636009200000,2.0425
1636010100000,2.036
1636011000000,2.0275
1636011900000,2.013
1636012800000,2.0155
1636013700000,2.0244999999999997
1636014600000,2.0175
1636015500000,2.0115
1636016400000,2.0170000000000003
1636017300000,2.0244999999999997
1636018200000,2.0175
1636019100000,2.0255
